SL,Country,Division,District,Upazila,Union,Ward No,Name of SK/SHW,Desig.,Name of SS,Village Name (English),"Village Name 
(Bangla)","Village 
Code",Latitude,Longitute,Population,HH Number,"2026 
(Active LLINs)","2025
(Active LLINs)","2024
(Active LLINs)",January,February,March,April,May,June,July,August,September,October,November,December,"Name of
 MMW, 
Health 
post &
CHW(C)","Village 
Distance
 from 
upazila office (KM)","Name of Border
 with others
 country","Others
 Activities
(TDA/Dev care)"
33,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,03,,,,Alikadam Senanibash,আলীকদম সেনানিবাস,ALI309,21.645463,92.318655,1500,,,,,,,,,,,,,,,,,,,,
34,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Bharat Mohon Para,ভারত মোহন পাড়া,ALI401,21.657710,92.320039,1000,,,,,,,,,,,,,,,,,,,,
35,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Battali Para,বটতলী পাড়া,ALI402,21.660567,92.315406,1000,,,,,,,,,,,,,,,,,,,,
36,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Chiuni Para,চিউনী পাড়া,ALI403,21.667446,92.317426,300,,,,,,,,,,,,,,,,,,,,
37,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Choumuhani Para,চৌমুহনী পাড়া,ALI404,21.652947,92.312977,150,,,,,,,,,,,,,,,,,,,,
38,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Danu Sardar Para,দানু সর্দার পাড়া,ALI405,21.656498,92.313015,2000,,,,,,,,,,,,,,,,,,,,
39,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Jaker Para,জাকের পাড়া,ALI406,21.678322,92.320080,100,,,,,,,,,,,,,,,,,,,,
40,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Master Para,মাস্টার পাড়া,ALI407,21.653187,92.319162,100,,,,,,,,,,,,,,,,,,,,
41,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Mohlu Karbari Para,মহলু কারবারি পাড়া,ALI408,21.656027,92.319780,100,,,,,,,,,,,,,,,,,,,,
42,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Mokbul Hossain Para,মকবুল হোসেন পাড়া,ALI409,21.659576,92.316870,800,,,,,,,,,,,,,,,,,,,,
43,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Mostak Para,মোস্তাক পাড়া,ALI410,21.671154,92.315619,200,,,,,,,,,,,,,,,,,,,,
44,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Nasir Uddin Master Para,নাছির উদ্দিন মাস্টার পাড়া,ALI411,21.660275,92.310813,50,,,,,,,,,,,,,,,,,,,,
45,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Natun Ghona Para,নতুন ঘোনা পাড়া,ALI412,21.662939,92.321811,150,,,,,,,,,,,,,,,,,,,,
46,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Probhat Karbari Para,প্রভাত কারবারি পাড়া,ALI413,21.664420,92.321482,700,,,,,,,,,,,,,,,,,,,,
47,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Santimoni Para,শান্তিমনি পাড়া,ALI414,21.666571,92.325104,60,,,,,,,,,,,,,,,,,,,,
48,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Uttar Palong Para,উত্তর পালং পাড়া,ALI415,21.655967,92.316651,1500,,,,,,,,,,,,,,,,,,,,
49,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,04,,,,Youngki Para,ইয়ংকি পাড়া,ALI416,21.677629,92.321550,70,,,,,,,,,,,,,,,,,,,,
50,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Abu Majhi Para,আবু মাঝি পাড়া,ALI501,21.662419,92.326354,200,,,,,,,,,,,,,,,,,,,,
51,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Amtali Para,আমতলী পাড়া,ALI502,21.658018,92.340142,100,,,,,,,,,,,,,,,,,,,,
52,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Chandra Mohan Para,চন্দ্র মোহন পাড়া,ALI503,21.665078,92.329411,100,,,,,,,,,,,,,,,,,,,,
53,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Domsing Karbari Para,দমসিং কারবারি পাড়া,ALI504,21.679064,92.365196,30,,,,,,,,,,,,,,,,,,,,
54,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Mon Khola Para,মন খোলা পাড়া,ALI505,21.670478,92.334088,150,,,,,,,,,,,,,,,,,,,,
55,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Nurul Alam Para,নুরুল আলম পাড়া,ALI506,21.652318,92.325034,150,,,,,,,,,,,,,,,,,,,,
56,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Pahartali Para,পাহাড়তলী পাড়া,ALI507,21.655915,92.322569,100,,,,,,,,,,,,,,,,,,,,
57,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Preni Para,প্রেণী পাড়া,ALI508,21.655121,92.346975,70,,,,,,,,,,,,,,,,,,,,
58,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Probhat Karbari Para,প্রভাত কারবারি পাড়া,ALI509,21.687265,92.362484,40,,,,,,,,,,,,,,,,,,,,
59,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Purba Palong Para,পূর্ব পালং পাড়া,ALI510,21.652637,92.334525,250,,,,,,,,,,,,,,,,,,,,
60,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Safur Ghona Para,সফুর ঘোনা পাড়া,ALI511,21.657170,92.326971,50,,,,,,,,,,,,,,,,,,,,
61,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Saklam Karbari Para,সাকলাম কারবারি পাড়া,ALI512,21.654874,92.343461,100,,,,,,,,,,,,,,,,,,,,
62,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Sylheti Para,সিলেটি পাড়া,ALI513,21.652787,92.321341,250,,,,,,,,,,,,,,,,,,,,
63,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Thinku Para Bazar,থিংকু পাড়া বাজার,ALI514,21.686888,92.371086,100,,,,,,,,,,,,,,,,,,,,
64,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Thompre Para,থমপ্রে পাড়া,ALI515,21.659761,92.352438,80,,,,,,,,,,,,,,,,,,,,
65,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,05,,,,Thinku Para Army Camp,থিংকু পাড়া আর্মি ক্যাম্প,ALI516,21.684808,92.372980,100,,,,,,,,,,,,,,,,,,,,
66,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Bhabi Para,ভাবী পাড়া,ALI601,21.711515,92.364673,20,,,,,,,,,,,,,,,,,,,,
67,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Changli Para/ Menbau Para,চাংলি পাড়া/ মেনবাউ পাড়া,ALI602,21.711188,92.371259,150,,,,,,,,,,,,,,,,,,,,
68,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Chondromoni Tripura Para,চন্দ্রমনি ত্রিপুরা পাড়া,ALI603,21.695604,92.369271,220,,,,,,,,,,,,,,,,,,,,
69,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Diri Para,দিরি পাড়া,ALI604,21.725483,92.418136,65,,,,,,,,,,,,,,,,,,,,
70,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Islampur Para,ইসলামপুর পাড়া,ALI605,21.697820,92.382217,110,,,,,,,,,,,,,,,,,,,,
71,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Jobiram Karbari Para,জবিরাম কারবারি পাড়া,ALI606,21.691809,92.343218,350,,,,,,,,,,,,,,,,,,,,
72,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Khuluya Murong Para,খুলুয়া মুরুং পাড়া,ALI607,21.712687,92.398852,50,,,,,,,,,,,,,,,,,,,,
73,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Kolarjhiri Para,কলারঝিরি পাড়া,ALI608,21.681701,92.337542,150,,,,,,,,,,,,,,,,,,,,
74,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Longdhon Karbari Para,লংধন কারবারি পাড়া,ALI609,21.689256,92.377299,60,,,,,,,,,,,,,,,,,,,,
75,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Subed Ali Sardar Para,সুবেদ আলী সর্দার পাড়া,ALI610,21.675641,92.338050,200,,,,,,,,,,,,,,,,,,,,
76,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Thowaigyou Para,থোয়াইগ্যউ পাড়া,ALI611,21.679744,92.339293,40,,,,,,,,,,,,,,,,,,,,
77,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Tulu Murong Para,তুলু মুরুং পাড়া,ALI612,21.702332,92.390964,50,,,,,,,,,,,,,,,,,,,,
78,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Younus Member Para,ইউনুছ মেম্বার পাড়া,ALI613,21.678108,92.337995,400,,,,,,,,,,,,,,,,,,,,
79,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,06,,,,Bethelhem Para,বেথেলহেম পাড়া,ALI614,21.701828,92.382103,48,,,,,,,,,,,,,,,,,,,,
80,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Asrayan Prakalpa Para,আশ্রয়ণ প্রকল্প পাড়া,ALI701,21.644952,92.343053,75,,,,,,,,,,,,,,,,,,,,
81,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Austhu Tripura Para,অসথু ত্রিপুরা পাড়া,ALI702,21.642167,92.341636,300,,,,,,,,,,,,,,,,,,,,
82,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Jolontomoni Karbari Para,জলন্তমনি কারবারি পাড়া,ALI703,21.649504,92.343721,300,,,,,,,,,,,,,,,,,,,,
83,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Kainwai Para,কাইনওয়াই পাড়া,ALI704,21.645841,92.378165,65,,,,,,,,,,,,,,,,,,,,
84,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Langdir Para,লাংদির পাড়া,ALI705,21.688917,92.369816,15,,,,,,,,,,,,,,,,,,,,
85,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Langri Para,লাংরী পাড়া,ALI706,21.690947,92.348162,300,,,,,,,,,,,,,,,,,,,,
86,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Menkong Para,মেনকং পাড়া,ALI707,21.634407,92.359712,60,,,,,,,,,,,,,,,,,,,,
87,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Probhat Para,প্রভাত পাড়া,ALI708,21.638906,92.355166,70,,,,,,,,,,,,,,,,,,,,
88,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Ramdan Para,রামদন পাড়া,ALI709,21.689164,92.348742,120,,,,,,,,,,,,,,,,,,,,
89,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Sunong Para,সুনং পাড়া,ALI710,21.647534,92.374081,300,,,,,,,,,,,,,,,,,,,,
90,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,07,,,,Ukling Para,উক্লিং পাড়া,ALI711,21.672700,92.363448,300,,,,,,,,,,,,,,,,,,,,
91,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Agula Karbari Para,আগুলা কারবারি পাড়া,ALI801,21.652397,92.381738,30,,,,,,,,,,,,,,,,,,,,
92,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Bhabi Para,ভাবী পাড়া,ALI802,21.667648,92.393452,170,,,,,,,,,,,,,,,,,,,,
93,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Bodloy Para,বদলয় পাড়া,ALI803,21.623503,92.394176,60,,,,,,,,,,,,,,,,,,,,
94,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Chheoreng Member Para,ছেওরেং মেম্বার পাড়া,ALI804,21.635923,92.402327,140,,,,,,,,,,,,,,,,,,,,
95,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Dharma Charan Para,ধর্ম চরণ পাড়া,ALI805,21.683384,92.369915,30,,,,,,,,,,,,,,,,,,,,
96,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Dor Para,ডর পাড়া,ALI806,21.630255,92.405089,30,,,,,,,,,,,,,,,,,,,,
97,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Kaingway Murang/Mro  Para,কাইংওয়াই  মুরং/ম্রো পাড়া,ALI807,21.685831,92.387010,40,,,,,,,,,,,,,,,,,,,,
98,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Krangsing Para,ক্রাংসিং পাড়া,ALI808,21.632282,92.385657,200,,,,,,,,,,,,,,,,,,,,
99,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Men Karbari Para,মেন কারবারি পাড়া,ALI809,21.676813,92.379413,65,,,,,,,,,,,,,,,,,,,,
100,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Menpoi Karbari Para,মেনপই কারবারি পাড়া,ALI810,21.684397,92.399170,20,,,,,,,,,,,,,,,,,,,,
101,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Niyangak Para,নিয়াঙাক পাড়া,ALI811,21.679778,92.386863,30,,,,,,,,,,,,,,,,,,,,
102,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Parui Para,পারুই পাড়া,ALI812,21.624798,92.369606,50,,,,,,,,,,,,,,,,,,,,
103,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Rengpung Headman Para,রেংপুং হেডম্যান পাড়া,ALI813,21.654681,92.384925,50,,,,,,,,,,,,,,,,,,,,
104,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,08,,,,Shilchondro Para/ Kawkring Para,শিলচন্দ্র পাড়া/ কাউক্রীন পাড়া,ALI814,21.696635,92.395699,30,,,,,,,,,,,,,,,,,,,,
105,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,09,,,,Mengko Para,মেংক পাড়া,ALI901,21.685048,92.401362,80,,,,,,,,,,,,,,,,,,,,
106,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,09,,,,Menkeu Para,মেনকেউ পাড়া,ALI902,21.672196,92.405092,200,,,,,,,,,,,,,,,,,,,,
107,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,09,,,,Menrai Para/Krapung/Kaikoi Para,মেনরাই পাড়া/ক্রাপুং/কাইকই পাড়া,ALI903,21.622228,92.406549,220,,,,,,,,,,,,,,,,,,,,
108,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,09,,,,Menyang Para,মেনয়াং পাড়া,ALI904,21.672657,92.434038,60,,,,,,,,,,,,,,,,,,,,
109,Bangladesh,Chattogram,Bandarban,Alikadam,Alikadam,09,,,,Paya Para,পায়া পাড়া,ALI905,21.647923,92.397442,250,,,,,,,,,,,,,,,,,,,,
110,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Dhuprujhiri Bangali Para,দুপ্রুঝিরি বাঙ্গালী পাড়া,CHW101,21.695049,92.248183,500,,,,,,,,,,,,,,,,,,,,
111,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Dhuprujhiri Murang/Mro Para,দুপ্রুঝিরি মুরং/ম্রো পাড়া,CHW102,21.692217,92.247543,280,,,,,,,,,,,,,,,,,,,,
112,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Kakrarjhiri Bangali Para,কাকরারঝিরি বাঙ্গালী পাড়া,CHW103,21.700810,92.232836,200,,,,,,,,,,,,,,,,,,,,
113,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Kakrarjhiri Murang/Mro Para,কাকরারঝিরি মুরং/ম্রো পাড়া,CHW104,21.704540,92.243545,100,,,,,,,,,,,,,,,,,,,,
114,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Kilo Marma Para,কিলো মার্মা পাড়া,CHW105,21.695178,92.252109,80,,,,,,,,,,,,,,,,,,,,
115,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Refarfari Bazar Para Purbo/Pashchim,রেফারফারি বাজার পাড়া পূর্ব/পশ্চিম,CHW106,21.697869,92.251339,750,,,,,,,,,,,,,,,,,,,,
116,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Shibatoli Aungchao Karbari Para,শিবাতলী অংচাউ কারবারি পাড়া ,CHW107,21.712095,92.248191,50,,,,,,,,,,,,,,,,,,,,
117,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Shibatoli Kalu KarbarI Para,শিবাতলী কালু কারবারি পাড়া,CHW108,21.708809,92.246028,250,,,,,,,,,,,,,,,,,,,,
118,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Shibatoli Bangali Para ,শিবাতলী বাঙ্গালী পাড়া ,CHW109,21.712831,92.244498,500,,,,,,,,,,,,,,,,,,,,
119,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,01,,,,Shibatoli Marma Para ,শিবাতলী মার্মা পাড়া ,CHW110,21.714660,92.245507,280,,,,,,,,,,,,,,,,,,,,
120,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Amir Hossen Sardar Para,আমির হোসেন সর্দার পাড়া,CHW201,21.689112,92.261175,500,,,,,,,,,,,,,,,,,,,,
121,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Bagherjhiri Bangali Para,বাগেরঝিরি বাঙ্গালী পাড়া,CHW202,21.676819,92.259643,100,,,,,,,,,,,,,,,,,,,,
122,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Battali Marma Para,বটতলী মার্মা পাড়া,CHW203,21.689614,92.267236,130,,,,,,,,,,,,,,,,,,,,
123,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Mangkhai Murang/Mro Para,মাংখাই মুরং/ম্রো পাড়া,CHW204,21.675181,92.249479,100,,,,,,,,,,,,,,,,,,,,
124,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Nurul Kobir Member Para,নুরুল কবির মেম্বার পাড়া,CHW205,21.696286,92.256641,120,,,,,,,,,,,,,,,,,,,,
125,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Omor Ali Para,ওমর আলী পাড়া,CHW206,21.693754,92.259997,400,,,,,,,,,,,,,,,,,,,,
126,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Pattakhaiya Nurul Islam Member Para,পাট্টাখাইয়া নুরুল ইসলাম মেম্বার পাড়া,CHW207,21.692364,92.255715,250,,,,,,,,,,,,,,,,,,,,
127,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Shilbuniya Abu Kalam Soudagor Para,শিলবুনিয়া আবু কালাম সওদাগর পাড়া,CHW208,21.686663,92.256084,300,,,,,,,,,,,,,,,,,,,,
128,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Shilbuniya Marma Para,শিলবুনিয়া মার্মা পাড়া,CHW209,21.688147,92.245760,150,,,,,,,,,,,,,,,,,,,,
129,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Shishu Para,শিশু পাড়া,CHW210,21.696832,92.257897,300,,,,,,,,,,,,,,,,,,,,
130,Bangladesh,Chattogram,Bandarban,Alikadam,Chwekhyong,02,,,,Kana Member Ghat Army Camp,কানা মেম্বার ঘাট আর্মি ক্যাম্প,CHW211,21.692726,92.264321,100,,,,,,,,,,,,,,,,,,,,
